2	2643.306580549062
9	2368.2870986172047
27	2236.6130728441117
36	2546.8182931643773
73	2661.7834630271977
83	2207.2857340769733
87	2533.7008966172907
97	2820.2685129715446
110	2498.706505482949
111	2237.7932648094447
117	2713.8842844071187
150	2751.834629808974
151	2122.50231997099
163	2281.332351586924
194	2424.9862709934177
199	2516.0527453869395
206	2356.2527794676234
209	1969.9040689080384
227	2412.80652453672
242	2866.9910235131033
257	2195.2395862753297
278	2316.153274775311
279	2335.8074490841673
304	2120.4592440922447
312	2664.2785252962803
315	2548.7513819691753
316	2370.2700375660165
327	2462.014130093333
328	3147.052285222778
330	2350.3262001351563
352	2506.346074526836
363	2544.8757316328793
364	2448.347545079957
373	2071.8351235859345
376	2524.3536714776
394	2401.1486288830206
407	2796.873463809909
412	2699.1236830002554
413	2145.6540479008563
417	2578.1895990341322
420	2349.162816675688
424	2451.0538249100277
469	2463.276882198999
470	2199.5700716412703
480	2522.0279301399146
514	2780.9816011144726
521	2566.6149002482007
529	2832.057279934714
538	2455.066189968933
539	2350.431098984776
540	2336.9846524298814
569	1898.8410185468342
591	2610.3761006112654
592	2087.7161660273587
593	2690.203987013554
622	2333.072969597151
638	2328.0298631156566
650	1975.706178731023
680	2253.0365605598836
700	2469.6237568968772
701	2378.14071471215
712	2736.0890078187354
715	2661.732237983821
723	2414.645062994045
726	2510.3367997301066
737	2258.754550096971
746	2118.1529394910117
754	2299.984438937417
757	2627.200216751961
777	2351.010585048951
797	2271.082911944406
803	2262.3372464330973
817	2382.946363500039
819	2691.019006782321
840	2654.040857359553
849	2705.8756947096444
850	2496.186105334498
861	2368.1685335424627
876	3100.5542816398183
879	2304.2188393460115
915	2535.5677050931163
925	2469.5010624687443
939	2790.124213651379
982	2384.63413369839
